"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1992","3.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1991","3.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1990","3.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1989","3.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1988","2.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1987","2.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1986","2.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1985","2.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1984","2.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1983","2.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1982","2.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1981","1.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1980","1.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1979","1.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1978","1.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1977","1.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1976","1.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Angola","AGO","1975","1.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2016","25.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2015","25.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2014","24.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2013","24.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2012","23.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2011","23.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2010","22.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2009","22.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2008","21.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2007","21.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2006","20.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2005","20.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2004","19.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2003","19.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2002","19.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2001","18.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","2000","18.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1999","17.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1998","17.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1997","16.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1996","16.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1995","16.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1994","15.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1993","15.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1992","14.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1991","14.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1990","14.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1989","13.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1988","13.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1987","12.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1986","12.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1985","12.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1984","11.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1983","11.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1982","10.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1981","10.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1980","10.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1979","9.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1978","9.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1977","9.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1976","9.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Antigua and Barbuda","ATG","1975","8.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2016","29.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2015","28.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2014","28.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2013","27.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2012","27.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2011","26.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2010","26.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2009","25.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2008","25.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2007","25.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2006","24.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2005","24.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2004","23.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2003","23.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2002","22.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2001","22.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","2000","22.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1999","21.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1998","21.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1997","21.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1996","20.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1995","20.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1994","19.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1993","19.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1992","19.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1991","18.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1990","18.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1989","17.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1988","17.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1987","17.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1986","16.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1985","16.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1984","16.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1983","15.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1982","15.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1981","15.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1980","14.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1979","14.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1978","14.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1977","13.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1976","13.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Argentina","ARG","1975","13.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2016","23.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2015","22.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2014","22.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2013","21.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2012","21.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2011","20.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2010","20.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2009","19.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2008","19.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2007","19.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2006","18.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2005","18.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2004","18.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Armenia","ARM","2003","17.700","female"
